Week ,Day,Arrival,,,,,
4,Weekday,09:45:41,01:45:41,,,,
4,Weekday,09:47:56,01:47:56,,,,
4,Weekday,09:49:18,01:49:18,,,,
4,Weekday,09:52:36,01:52:36,,,,
4,Weekday,09:53:01,01:53:01,,,,
4,Weekday,09:59:20,01:59:20,,,,
4,Weekday,10:01:04,02:01:04,,,,
4,Weekday,10:01:46,02:01:46,,,,
4,Weekday,10:03:08,02:03:08,,,,
4,Weekday,10:05:23,02:05:23,,,,
4,Weekday,10:05:55,02:05:55,,,,
4,Weekday,10:06:02,02:06:02,,,,
4,Weekday,10:06:06,02:06:06,,,,
4,Weekday,10:06:55,02:06:55,,,,
4,Weekday,10:08:06,02:08:06,,,,
4,Weekday,10:09:11,02:09:11,,,,
4,Weekday,10:09:23,02:09:23,,,,
4,Weekday,10:10:30,02:10:30,,,,
4,Weekday,10:10:36,02:10:36,,,,
4,Weekday,10:10:56,02:10:56,,,,
4,Weekday,10:11:40,02:11:40,,,,
4,Weekday,10:11:59,02:11:59,,,,
4,Weekday,10:13:33,02:13:33,,,,
4,Weekday,10:13:40,02:13:40,,,,
4,Weekday,10:13:59,02:13:59,,,,
4,Weekday,10:14:08,02:14:08,,,,
4,Weekday,10:14:46,02:14:46,,,,
4,Weekday,10:15:05,02:15:05,,,,
4,Weekday,10:16:01,02:16:01,,,,
4,Weekday,10:16:17,02:16:17,,,,
4,Weekday,10:17:08,02:17:08,,,,
4,Weekday,10:17:40,02:17:40,,,,
4,Weekday,10:18:10,02:18:10,,,,
4,Weekday,10:18:47,02:18:47,,,,
4,Weekday,10:18:59,02:18:59,,,,
4,Weekday,10:19:20,02:19:20,,,,
4,Weekday,10:21:12,02:21:12,,,,
4,Weekday,10:23:23,02:23:23,,,,
4,Weekday,10:23:24,02:23:24,,,,
4,Weekday,10:24:34,02:24:34,,,,
4,Weekday,10:25:02,02:25:02,,,,
4,Weekday,10:26:17,02:26:17,,,,
4,Weekday,10:26:33,02:26:33,,,,
4,Weekday,10:26:49,02:26:49,,,,
4,Weekday,10:27:10,02:27:10,,,,
4,Weekday,10:28:20,02:28:20,,,,
4,Weekday,10:30:08,02:30:08,,,,
4,Weekday,10:30:11,02:30:11,,,,
4,Weekday,10:30:30,02:30:30,,,,
4,Weekday,10:30:55,02:30:55,,,,
4,Weekday,10:32:23,02:32:23,,,,
4,Weekday,10:32:43,02:32:43,,,,
4,Weekday,10:33:14,02:33:14,,,,
4,Weekday,10:33:52,02:33:52,,,,
4,Weekday,10:34:00,02:34:00,,,,
4,Weekday,10:35:26,02:35:26,,,,
4,Weekday,10:35:35,02:35:35,,,,
4,Weekday,10:35:49,02:35:49,,,,
4,Weekday,10:36:52,02:36:52,,,,
4,Weekday,10:37:41,02:37:41,,,,
4,Weekday,10:38:47,02:38:47,,,,
4,Weekday,10:39:52,02:39:52,,,,
4,Weekday,10:41:01,02:41:01,,,,
4,Weekday,10:41:44,02:41:44,,,,
4,Weekday,10:43:10,02:43:10,,,,
4,Weekday,10:43:10,02:43:10,,,,
4,Weekday,10:43:17,02:43:17,,,,
4,Weekday,10:43:17,02:43:17,,,,
4,Weekday,10:46:29,02:46:29,,,,
4,Weekday,10:49:32,02:49:32,,,,
4,Weekday,10:50:12,02:50:12,,,,
4,Weekday,10:50:43,02:50:43,,,,
4,Weekday,10:51:14,02:51:14,,,,
4,Weekday,10:53:02,02:53:02,,,,
4,Weekday,10:58:54,02:58:54,,,,
4,Weekday,10:59:39,02:59:39,,,,
4,Weekday,11:00:30,03:00:30,,,,
4,Weekday,11:00:40,03:00:40,,,,
4,Weekday,11:01:31,03:01:31,,,,
4,Weekday,11:02:12,03:02:12,,,,
4,Weekday,11:02:13,03:02:13,,,,
4,Weekday,11:02:34,03:02:34,,,,
4,Weekday,11:04:39,03:04:39,,,,
4,Weekday,11:04:42,03:04:42,,,,
4,Weekday,11:04:56,03:04:56,,,,
4,Weekday,11:05:31,03:05:31,,,,
4,Weekday,11:05:38,03:05:38,,,,
4,Weekday,11:05:40,03:05:40,,,,
4,Weekday,11:05:50,03:05:50,,,,
4,Weekday,11:07:08,03:07:08,,,,
4,Weekday,11:09:06,03:09:06,,,,
4,Weekday,11:10:04,03:10:04,,,,
4,Weekday,11:12:19,03:12:19,,,,
4,Weekday,11:13:18,03:13:18,,,,
4,Weekday,11:14:23,03:14:23,,,,
4,Weekday,11:16:08,03:16:08,,,,
4,Weekday,11:16:36,03:16:36,,,,
4,Weekday,11:16:40,03:16:40,,,,
4,Weekday,11:17:52,03:17:52,,,,
4,Weekday,11:18:00,03:18:00,,,,
4,Weekday,11:18:22,03:18:22,,,,
4,Weekday,11:18:52,03:18:52,,,,
4,Weekday,11:18:54,03:18:54,,,,
4,Weekday,11:19:00,03:19:00,,,,
4,Weekday,11:20:15,03:20:15,,,,
4,Weekday,11:20:30,03:20:30,,,,
4,Weekday,11:20:51,03:20:51,,,,
4,Weekday,11:22:39,03:22:39,,,,
4,Weekday,11:23:36,03:23:36,,,,
4,Weekday,11:23:55,03:23:55,,,,
4,Weekday,11:24:00,03:24:00,,,,
4,Weekday,11:24:29,03:24:29,,,,
4,Weekday,11:24:48,03:24:48,,,,
4,Weekday,11:25:18,03:25:18,,,,
4,Weekday,11:26:13,03:26:13,,,,
4,Weekday,11:26:27,03:26:27,,,,
4,Weekday,11:26:30,03:26:30,,,,
4,Weekday,11:27:15,03:27:15,,,,
4,Weekday,11:27:15,03:27:15,,,,
4,Weekday,11:28:02,03:28:02,,,,
4,Weekday,11:28:17,03:28:17,,,,
4,Weekday,11:29:32,03:29:32,,,,
4,Weekday,11:29:35,03:29:35,,,,
4,Weekday,11:31:40,03:31:40,,,,
4,Weekday,11:31:58,03:31:58,,,,
4,Weekday,11:32:06,03:32:06,,,,
4,Weekday,11:33:05,03:33:05,,,,
4,Weekday,11:33:19,03:33:19,,,,
4,Weekday,11:33:28,03:33:28,,,,
4,Weekday,11:39:02,03:39:02,,,,
4,Weekday,11:40:27,03:40:27,,,,
4,Weekday,11:41:57,03:41:57,,,,
4,Weekday,11:42:12,03:42:12,,,,
4,Weekday,11:42:25,03:42:25,,,,
4,Weekday,11:42:43,03:42:43,,,,
4,Weekday,11:43:01,03:43:01,,,,
4,Weekday,11:43:14,03:43:14,,,,
4,Weekday,11:45:25,03:45:25,,,,
4,Weekday,11:46:02,03:46:02,,,,
4,Weekday,11:46:25,03:46:25,,,,
4,Weekday,11:46:49,03:46:49,,,,
4,Weekday,11:46:53,03:46:53,,,,
4,Weekday,11:47:57,03:47:57,,,,
4,Weekday,11:48:51,03:48:51,,,,
4,Weekday,11:49:23,03:49:23,,,,
4,Weekday,11:50:03,03:50:03,,,,
4,Weekday,11:50:35,03:50:35,,,,
4,Weekday,11:50:56,03:50:56,,,,
4,Weekday,11:53:09,03:53:09,,,,
4,Weekday,11:54:04,03:54:04,,,,
4,Weekday,11:54:36,03:54:36,,,,
4,Weekday,11:54:40,03:54:40,,,,
4,Weekday,11:54:46,03:54:46,,,,
4,Weekday,11:54:49,03:54:49,,,,
4,Weekday,11:54:55,03:54:55,,,,
4,Weekday,11:56:09,03:56:09,,,,
4,Weekday,11:56:22,03:56:22,,,,
4,Weekday,11:57:02,03:57:02,,,,
4,Weekday,11:57:03,03:57:03,,,,
4,Weekday,11:57:15,03:57:15,,,,
4,Weekday,11:57:17,03:57:17,,,,
4,Weekday,11:57:57,03:57:57,,,,
4,Weekday,11:58:18,03:58:18,,,,
4,Weekday,11:59:26,03:59:26,,,,
4,Weekday,11:59:48,03:59:48,,,,
4,Weekday,12:00:12,04:00:12,,,,
4,Weekday,12:00:13,04:00:13,,,,
4,Weekday,12:00:39,04:00:39,,,,
4,Weekday,12:00:55,04:00:55,,,,
4,Weekday,12:01:52,04:01:52,,,,
4,Weekday,12:02:01,04:02:01,,,,
4,Weekday,12:02:23,04:02:23,,,,
4,Weekday,12:02:27,04:02:27,,,,
4,Weekday,12:02:32,04:02:32,,,,
4,Weekday,12:02:56,04:02:56,,,,
4,Weekday,12:03:14,04:03:14,,,,
4,Weekday,12:03:27,04:03:27,,,,
4,Weekday,12:03:44,04:03:44,,,,
4,Weekday,12:04:00,04:04:00,,,,
4,Weekday,12:04:25,04:04:25,,,,
4,Weekday,12:04:57,04:04:57,,,,
4,Weekday,12:05:38,04:05:38,,,,
4,Weekday,12:06:59,04:06:59,,,,
4,Weekday,12:07:12,04:07:12,,,,
4,Weekday,12:07:45,04:07:45,,,,
4,Weekday,12:07:55,04:07:55,,,,
4,Weekday,12:08:05,04:08:05,,,,
4,Weekday,12:08:59,04:08:59,,,,
4,Weekday,12:09:41,04:09:41,,,,
4,Weekday,12:10:18,04:10:18,,,,
4,Weekday,12:11:13,04:11:13,,,,
4,Weekday,12:11:24,04:11:24,,,,
4,Weekday,12:11:28,04:11:28,,,,
4,Weekday,12:11:33,04:11:33,,,,
4,Weekday,12:12:26,04:12:26,,,,
4,Weekday,12:12:30,04:12:30,,,,
4,Weekday,12:12:48,04:12:48,,,,
4,Weekday,12:13:12,04:13:12,,,,
4,Weekday,12:13:17,04:13:17,,,,
4,Weekday,12:14:08,04:14:08,,,,
4,Weekday,12:14:26,04:14:26,,,,
4,Weekday,12:14:58,04:14:58,,,,
4,Weekday,12:15:22,04:15:22,,,,
4,Weekday,12:15:27,04:15:27,,,,
4,Weekday,12:16:02,04:16:02,,,,
4,Weekday,12:16:29,04:16:29,,,,
4,Weekday,12:17:40,04:17:40,,,,
4,Weekday,12:18:20,04:18:20,,,,
4,Weekday,12:18:38,04:18:38,,,,
4,Weekday,12:19:01,04:19:01,,,,
4,Weekday,12:19:16,04:19:16,,,,
4,Weekday,12:19:22,04:19:22,,,,
4,Weekday,12:19:22,04:19:22,,,,
4,Weekday,12:21:35,04:21:35,,,,
4,Weekday,12:21:58,04:21:58,,,,
4,Weekday,12:22:11,04:22:11,,,,
4,Weekday,12:22:24,04:22:24,,,,
4,Weekday,12:22:30,04:22:30,,,,
4,Weekday,12:22:34,04:22:34,,,,
4,Weekday,12:23:25,04:23:25,,,,
4,Weekday,12:23:58,04:23:58,,,,
4,Weekday,12:24:04,04:24:04,,,,
4,Weekday,12:25:16,04:25:16,,,,
4,Weekday,12:26:45,04:26:45,,,,
4,Weekday,12:27:19,04:27:19,,,,
4,Weekday,12:27:49,04:27:49,,,,
4,Weekday,12:28:41,04:28:41,,,,
4,Weekday,12:28:56,04:28:56,,,,
4,Weekday,12:29:26,04:29:26,,,,
4,Weekday,12:29:53,04:29:53,,,,
4,Weekday,12:29:55,04:29:55,,,,
4,Weekday,12:30:43,04:30:43,,,,
4,Weekday,12:31:35,04:31:35,,,,
4,Weekday,12:31:51,04:31:51,,,,
4,Weekday,12:32:04,04:32:04,,,,
4,Weekday,12:33:00,04:33:00,,,,
4,Weekday,12:33:04,04:33:04,,,,
4,Weekday,12:33:05,04:33:05,,,,
4,Weekday,12:33:56,04:33:56,,,,
4,Weekday,12:34:18,04:34:18,,,,
4,Weekday,12:34:50,04:34:50,,,,
4,Weekday,12:34:56,04:34:56,,,,
4,Weekday,12:35:51,04:35:51,,,,
4,Weekday,12:35:59,04:35:59,,,,
4,Weekday,12:36:10,04:36:10,,,,
4,Weekday,12:36:19,04:36:19,,,,
4,Weekday,12:36:25,04:36:25,,,,
4,Weekday,12:36:31,04:36:31,,,,
4,Weekday,12:37:04,04:37:04,,,,
4,Weekday,12:38:13,04:38:13,,,,
4,Weekday,12:38:38,04:38:38,,,,
4,Weekday,12:38:47,04:38:47,,,,
4,Weekday,12:40:36,04:40:36,,,,
4,Weekday,12:41:47,04:41:47,,,,
4,Weekday,12:42:46,04:42:46,,,,
4,Weekday,12:43:24,04:43:24,,,,
4,Weekday,12:43:32,04:43:32,,,,
4,Weekday,12:44:01,04:44:01,,,,
4,Weekday,12:44:33,04:44:33,,,,
4,Weekday,12:45:09,04:45:09,,,,
4,Weekday,12:45:41,04:45:41,,,,
4,Weekday,12:45:46,04:45:46,,,,
4,Weekday,12:46:05,04:46:05,,,,
4,Weekday,12:46:06,04:46:06,,,,
4,Weekday,12:46:13,04:46:13,,,,
4,Weekday,12:46:17,04:46:17,,,,
4,Weekday,12:46:38,04:46:38,,,,
4,Weekday,12:47:35,04:47:35,,,,
4,Weekday,12:48:03,04:48:03,,,,
4,Weekday,12:48:21,04:48:21,,,,
4,Weekday,12:50:49,04:50:49,,,,
4,Weekday,12:51:03,04:51:03,,,,
4,Weekday,12:51:12,04:51:12,,,,
4,Weekday,12:51:46,04:51:46,,,,
4,Weekday,12:52:35,04:52:35,,,,
4,Weekday,12:52:39,04:52:39,,,,
4,Weekday,12:54:03,04:54:03,,,,
4,Weekday,12:55:52,04:55:52,,,,
4,Weekday,12:55:58,04:55:58,,,,
4,Weekday,12:56:27,04:56:27,,,,
4,Weekday,12:57:10,04:57:10,,,,
4,Weekday,12:57:33,04:57:33,,,,
4,Weekday,12:58:17,04:58:17,,,,
4,Weekday,12:58:24,04:58:24,,,,
4,Weekday,12:59:04,04:59:04,,,,
4,Weekday,12:59:08,04:59:08,,,,
4,Weekday,12:59:16,04:59:16,,,,
4,Weekday,12:59:46,04:59:46,,,,
4,Weekday,12:59:49,04:59:49,,,,
4,Weekday,13:00:12,05:00:12,,,,
4,Weekday,13:00:23,05:00:23,,,,
4,Weekday,13:00:43,05:00:43,,,,
4,Weekday,13:00:45,05:00:45,,,,
4,Weekday,13:01:44,05:01:44,,,,
4,Weekday,13:01:53,05:01:53,,,,
4,Weekday,13:02:15,05:02:15,,,,
4,Weekday,13:02:21,05:02:21,,,,
4,Weekday,13:03:04,05:03:04,,,,
4,Weekday,13:03:12,05:03:12,,,,
4,Weekday,13:04:24,05:04:24,,,,
4,Weekday,13:05:39,05:05:39,,,,
4,Weekday,13:05:40,05:05:40,,,,
4,Weekday,13:06:07,05:06:07,,,,
4,Weekday,13:06:49,05:06:49,,,,
4,Weekday,13:07:51,05:07:51,,,,
4,Weekday,13:08:00,05:08:00,,,,
4,Weekday,13:08:02,05:08:02,,,,
4,Weekday,13:08:29,05:08:29,,,,
4,Weekday,13:08:41,05:08:41,,,,
4,Weekday,13:08:47,05:08:47,,,,
4,Weekday,13:09:59,05:09:59,,,,
4,Weekday,13:10:16,05:10:16,,,,
4,Weekday,13:10:32,05:10:32,,,,
4,Weekday,13:10:39,05:10:39,,,,
4,Weekday,13:12:37,05:12:37,,,,
4,Weekday,13:12:55,05:12:55,,,,
4,Weekday,13:13:01,05:13:01,,,,
4,Weekday,13:14:01,05:14:01,,,,
4,Weekday,13:15:12,05:15:12,,,,
4,Weekday,13:15:28,05:15:28,,,,
4,Weekday,13:16:12,05:16:12,,,,
4,Weekday,13:17:15,05:17:15,,,,
4,Weekday,13:17:37,05:17:37,,,,
4,Weekday,13:19:39,05:19:39,,,,
4,Weekday,13:19:42,05:19:42,,,,
4,Weekday,13:20:40,05:20:40,,,,
4,Weekday,13:21:04,05:21:04,,,,
4,Weekday,13:21:29,05:21:29,,,,
4,Weekday,13:23:02,05:23:02,,,,
4,Weekday,13:23:17,05:23:17,,,,
4,Weekday,13:25:24,05:25:24,,,,
4,Weekday,13:26:50,05:26:50,,,,
4,Weekday,13:26:51,05:26:51,,,,
4,Weekday,13:27:37,05:27:37,,,,
4,Weekday,13:28:08,05:28:08,,,,
4,Weekday,13:28:43,05:28:43,,,,
4,Weekday,13:29:29,05:29:29,,,,
4,Weekday,13:29:37,05:29:37,,,,
4,Weekday,13:30:18,05:30:18,,,,
4,Weekday,13:30:40,05:30:40,,,,
4,Weekday,13:30:44,05:30:44,,,,
4,Weekday,13:30:50,05:30:50,,,,
4,Weekday,13:31:12,05:31:12,,,,
4,Weekday,13:31:23,05:31:23,,,,
4,Weekday,13:31:54,05:31:54,,,,
4,Weekday,13:32:34,05:32:34,,,,
4,Weekday,13:32:36,05:32:36,,,,
4,Weekday,13:33:34,05:33:34,,,,
4,Weekday,13:33:44,05:33:44,,,,
4,Weekday,13:34:29,05:34:29,,,,
4,Weekday,13:35:58,05:35:58,,,,
4,Weekday,13:36:37,05:36:37,,,,
4,Weekday,13:37:25,05:37:25,,,,
4,Weekday,13:37:29,05:37:29,,,,
4,Weekday,13:37:42,05:37:42,,,,
4,Weekday,13:37:45,05:37:45,,,,
4,Weekday,13:38:01,05:38:01,,,,
4,Weekday,13:38:16,05:38:16,,,,
4,Weekday,13:39:08,05:39:08,,,,
4,Weekday,13:39:57,05:39:57,,,,
4,Weekday,13:42:00,05:42:00,,,,
4,Weekday,13:42:43,05:42:43,,,,
4,Weekday,13:43:44,05:43:44,,,,
4,Weekday,13:44:35,05:44:35,,,,
4,Weekday,13:44:58,05:44:58,,,,
4,Weekday,13:45:19,05:45:19,,,,
4,Weekday,13:45:28,05:45:28,,,,
4,Weekday,13:46:12,05:46:12,,,,
4,Weekday,13:46:41,05:46:41,,,,
4,Weekday,13:49:06,05:49:06,,,,
4,Weekday,13:49:14,05:49:14,,,,
4,Weekday,13:49:22,05:49:22,,,,
4,Weekday,13:49:30,05:49:30,,,,
4,Weekday,13:49:59,05:49:59,,,,
4,Weekday,13:50:38,05:50:38,,,,
4,Weekday,13:51:16,05:51:16,,,,
4,Weekday,13:52:26,05:52:26,,,,
4,Weekday,13:53:13,05:53:13,,,,
4,Weekday,13:54:36,05:54:36,,,,
4,Weekday,13:54:58,05:54:58,,,,
4,Weekday,13:55:39,05:55:39,,,,
4,Weekday,13:55:57,05:55:57,,,,
4,Weekday,13:57:40,05:57:40,,,,
4,Weekday,13:57:54,05:57:54,,,,
4,Weekday,14:01:54,06:01:54,,,,
4,Weekday,14:02:10,06:02:10,,,,
4,Weekday,14:02:31,06:02:31,,,,
4,Weekday,14:02:53,06:02:53,,,,
4,Weekday,14:03:11,06:03:11,,,,
4,Weekday,14:04:58,06:04:58,,,,
4,Weekday,14:05:13,06:05:13,,,,
4,Weekday,14:05:52,06:05:52,,,,
4,Weekday,14:06:48,06:06:48,,,,
4,Weekday,14:06:54,06:06:54,,,,
4,Weekday,14:07:47,06:07:47,,,,
4,Weekday,14:10:40,06:10:40,,,,
4,Weekday,14:11:14,06:11:14,,,,
4,Weekday,14:11:23,06:11:23,,,,
4,Weekday,14:12:28,06:12:28,,,,
4,Weekday,14:14:46,06:14:46,,,,
4,Weekday,14:14:50,06:14:50,,,,
4,Weekday,14:16:35,06:16:35,,,,
4,Weekday,14:16:36,06:16:36,,,,
4,Weekday,14:16:38,06:16:38,,,,
4,Weekday,14:17:52,06:17:52,,,,
4,Weekday,14:18:29,06:18:29,,,,
4,Weekday,14:18:51,06:18:51,,,,
4,Weekday,14:19:17,06:19:17,,,,
4,Weekday,14:19:20,06:19:20,,,,
4,Weekday,14:20:19,06:20:19,,,,
4,Weekday,14:20:20,06:20:20,,,,
4,Weekday,14:21:59,06:21:59,,,,
4,Weekday,14:22:12,06:22:12,,,,
4,Weekday,14:23:54,06:23:54,,,,
4,Weekday,14:24:02,06:24:02,,,,
4,Weekday,14:24:30,06:24:30,,,,
4,Weekday,14:26:42,06:26:42,,,,
4,Weekday,14:28:14,06:28:14,,,,
4,Weekday,14:28:28,06:28:28,,,,
4,Weekday,14:28:46,06:28:46,,,,
4,Weekday,14:29:06,06:29:06,,,,
4,Weekday,14:29:17,06:29:17,,,,
4,Weekday,14:29:21,06:29:21,,,,
4,Weekday,14:31:10,06:31:10,,,,
4,Weekday,14:32:13,06:32:13,,,,
4,Weekday,14:32:45,06:32:45,,,,
4,Weekday,14:33:34,06:33:34,,,,
4,Weekday,14:34:07,06:34:07,,,,
4,Weekday,14:34:09,06:34:09,,,,
4,Weekday,14:34:14,06:34:14,,,,
4,Weekday,14:34:22,06:34:22,,,,
4,Weekday,14:35:02,06:35:02,,,,
4,Weekday,14:35:19,06:35:19,,,,
4,Weekday,14:35:42,06:35:42,,,,
4,Weekday,14:37:46,06:37:46,,,,
4,Weekday,14:38:45,06:38:45,,,,
4,Weekday,14:38:50,06:38:50,,,,
4,Weekday,14:39:15,06:39:15,,,,
4,Weekday,14:39:35,06:39:35,,,,
4,Weekday,14:39:37,06:39:37,,,,
4,Weekday,14:40:02,06:40:02,,,,
4,Weekday,14:40:31,06:40:31,,,,
4,Weekday,14:40:44,06:40:44,,,,
4,Weekday,14:41:02,06:41:02,,,,
4,Weekday,14:42:08,06:42:08,,,,
4,Weekday,14:42:15,06:42:15,,,,
4,Weekday,14:42:16,06:42:16,,,,
4,Weekday,14:42:32,06:42:32,,,,
4,Weekday,14:43:09,06:43:09,,,,
4,Weekday,14:43:43,06:43:43,,,,
4,Weekday,14:44:54,06:44:54,,,,
4,Weekday,14:45:47,06:45:47,,,,
4,Weekday,14:47:02,06:47:02,,,,
4,Weekday,14:47:13,06:47:13,,,,
4,Weekday,14:47:18,06:47:18,,,,
4,Weekday,14:48:00,06:48:00,,,,
4,Weekday,14:48:41,06:48:41,,,,
4,Weekday,14:48:48,06:48:48,,,,
4,Weekday,14:50:00,06:50:00,,,,
4,Weekday,14:50:21,06:50:21,,,,
4,Weekday,14:50:22,06:50:22,,,,
4,Weekday,14:50:41,06:50:41,,,,
4,Weekday,14:51:43,06:51:43,,,,
4,Weekday,14:52:08,06:52:08,,,,
4,Weekday,14:52:15,06:52:15,,,,
4,Weekday,14:52:41,06:52:41,,,,
4,Weekday,14:53:15,06:53:15,,,,
4,Weekday,14:53:23,06:53:23,,,,
4,Weekday,14:53:53,06:53:53,,,,
4,Weekday,14:54:42,06:54:42,,,,
4,Weekday,14:54:56,06:54:56,,,,
4,Weekday,14:55:30,06:55:30,,,,
4,Weekday,14:55:35,06:55:35,,,,
4,Weekday,14:56:27,06:56:27,,,,
4,Weekday,14:56:43,06:56:43,,,,
4,Weekday,14:57:43,06:57:43,,,,
4,Weekday,14:58:49,06:58:49,,,,
4,Weekday,14:59:37,06:59:37,,,,
4,Weekday,14:59:44,06:59:44,,,,
4,Weekday,14:59:56,06:59:56,,,,
4,Weekday,15:00:28,07:00:28,,,,
4,Weekday,15:01:05,07:01:05,,,,
4,Weekday,15:01:11,07:01:11,,,,
4,Weekday,15:01:27,07:01:27,,,,
4,Weekday,15:02:18,07:02:18,,,,
4,Weekday,15:02:38,07:02:38,,,,
4,Weekday,15:02:39,07:02:39,,,,
4,Weekday,15:03:27,07:03:27,,,,
4,Weekday,15:05:02,07:05:02,,,,
4,Weekday,15:05:26,07:05:26,,,,
4,Weekday,15:05:47,07:05:47,,,,
4,Weekday,15:06:30,07:06:30,,,,
4,Weekday,15:06:35,07:06:35,,,,
4,Weekday,15:06:58,07:06:58,,,,
4,Weekday,15:07:10,07:07:10,,,,
4,Weekday,15:07:32,07:07:32,,,,
4,Weekday,15:08:26,07:08:26,,,,
4,Weekday,15:08:56,07:08:56,,,,
4,Weekday,15:09:26,07:09:26,,,,
4,Weekday,15:09:48,07:09:48,,,,
4,Weekday,15:09:56,07:09:56,,,,
4,Weekday,15:10:29,07:10:29,,,,
4,Weekday,15:11:12,07:11:12,,,,
4,Weekday,15:12:34,07:12:34,,,,
4,Weekday,15:13:05,07:13:05,,,,
4,Weekday,15:13:40,07:13:40,,,,
4,Weekday,15:13:46,07:13:46,,,,
4,Weekday,15:13:52,07:13:52,,,,
4,Weekday,15:14:02,07:14:02,,,,
4,Weekday,15:14:03,07:14:03,,,,
4,Weekday,15:15:36,07:15:36,,,,
4,Weekday,15:17:46,07:17:46,,,,
4,Weekday,15:18:04,07:18:04,,,,
4,Weekday,15:19:18,07:19:18,,,,
4,Weekday,15:20:09,07:20:09,,,,
4,Weekday,15:20:21,07:20:21,,,,
4,Weekday,15:20:53,07:20:53,,,,
4,Weekday,15:20:57,07:20:57,,,,
4,Weekday,15:21:26,07:21:26,,,,
4,Weekday,15:22:15,07:22:15,,,,
4,Weekday,15:22:20,07:22:20,,,,
4,Weekday,15:23:16,07:23:16,,,,
4,Weekday,15:23:23,07:23:23,,,,
4,Weekday,15:23:25,07:23:25,,,,
4,Weekday,15:23:35,07:23:35,,,,
4,Weekday,15:24:19,07:24:19,,,,
4,Weekday,15:25:07,07:25:07,,,,
4,Weekday,15:25:19,07:25:19,,,,
4,Weekday,15:25:57,07:25:57,,,,
4,Weekday,15:26:18,07:26:18,,,,
4,Weekday,15:26:28,07:26:28,,,,
4,Weekday,15:26:34,07:26:34,,,,
4,Weekday,15:26:38,07:26:38,,,,
4,Weekday,15:27:44,07:27:44,,,,
4,Weekday,15:29:09,07:29:09,,,,
4,Weekday,15:29:32,07:29:32,,,,
4,Weekday,15:29:58,07:29:58,,,,
4,Weekday,15:30:06,07:30:06,,,,
4,Weekday,15:30:47,07:30:47,,,,
4,Weekday,15:31:37,07:31:37,,,,
4,Weekday,15:32:06,07:32:06,,,,
4,Weekday,15:32:17,07:32:17,,,,
4,Weekday,15:32:40,07:32:40,,,,
4,Weekday,15:32:48,07:32:48,,,,
4,Weekday,15:33:37,07:33:37,,,,
4,Weekday,15:34:03,07:34:03,,,,
4,Weekday,15:34:07,07:34:07,,,,
4,Weekday,15:34:51,07:34:51,,,,
4,Weekday,15:35:06,07:35:06,,,,
4,Weekday,15:35:21,07:35:21,,,,
4,Weekday,15:36:21,07:36:21,,,,
4,Weekday,15:36:50,07:36:50,,,,
4,Weekday,15:36:50,07:36:50,,,,
4,Weekday,15:36:58,07:36:58,,,,
4,Weekday,15:37:57,07:37:57,,,,
4,Weekday,15:37:58,07:37:58,,,,
4,Weekday,15:38:10,07:38:10,,,,
4,Weekday,15:38:53,07:38:53,,,,
4,Weekday,15:38:58,07:38:58,,,,
4,Weekday,15:40:01,07:40:01,,,,
4,Weekday,15:40:04,07:40:04,,,,
4,Weekday,15:40:54,07:40:54,,,,
4,Weekday,15:41:14,07:41:14,,,,
4,Weekday,15:41:39,07:41:39,,,,
4,Weekday,15:41:58,07:41:58,,,,
4,Weekday,15:42:08,07:42:08,,,,
4,Weekday,15:42:25,07:42:25,,,,
4,Weekday,15:42:37,07:42:37,,,,
4,Weekday,15:43:49,07:43:49,,,,
4,Weekday,15:45:00,07:45:00,,,,
4,Weekday,15:45:35,07:45:35,,,,
4,Weekday,15:46:13,07:46:13,,,,
4,Weekday,15:47:43,07:47:43,,,,
4,Weekday,15:48:22,07:48:22,,,,
4,Weekday,15:48:58,07:48:58,,,,
4,Weekday,15:49:32,07:49:32,,,,
4,Weekday,15:49:41,07:49:41,,,,
4,Weekday,15:50:04,07:50:04,,,,
4,Weekday,15:51:21,07:51:21,,,,
4,Weekday,15:51:36,07:51:36,,,,
4,Weekday,15:53:44,07:53:44,,,,
4,Weekday,15:54:44,07:54:44,,,,
4,Weekday,15:55:46,07:55:46,,,,
4,Weekday,15:56:21,07:56:21,,,,
4,Weekday,15:56:43,07:56:43,,,,
4,Weekday,15:57:37,07:57:37,,,,
4,Weekday,15:58:14,07:58:14,,,,
4,Weekday,15:58:27,07:58:27,,,,
4,Weekday,15:59:48,07:59:48,,,,
4,Weekday,15:59:49,07:59:49,,,,
4,Weekday,16:00:02,08:00:02,,,,
4,Weekday,16:00:36,08:00:36,,,,
4,Weekday,16:00:37,08:00:37,,,,
4,Weekday,16:01:10,08:01:10,,,,
4,Weekday,16:02:02,08:02:02,,,,
4,Weekday,16:02:19,08:02:19,,,,
4,Weekday,16:02:39,08:02:39,,,,
4,Weekday,16:02:55,08:02:55,,,,
4,Weekday,16:03:08,08:03:08,,,,
4,Weekday,16:03:14,08:03:14,,,,
4,Weekday,16:04:33,08:04:33,,,,
4,Weekday,16:05:57,08:05:57,,,,
4,Weekday,16:05:58,08:05:58,,,,
4,Weekday,16:06:24,08:06:24,,,,
4,Weekday,16:07:29,08:07:29,,,,
4,Weekday,16:08:06,08:08:06,,,,
4,Weekday,16:08:13,08:08:13,,,,
